partner_x,partner_code_x,year,value,Global Name_x,Region Name_x,Intermediate Region Name_x,Region Name_y,Intermediate Region Name_y,ISO-alpha3 Code_y,reporter
Netherlands,NLD,2018,7147.870925,World,Europe,Western Europe,Americas,Central America,BLZ,Belize
Honduras,HND,2018,5061.719485,World,Americas,Central America,Americas,Central America,BLZ,Belize
Germany,DEU,2018,2985.488430000001,World,Europe,Western Europe,Americas,Central America,BLZ,Belize
Bangladesh,BGD,2018,216423.6277585729,World,Asia,Southern Asia,Africa,Western Africa,BEN,Benin
India,IND,2018,211229.8286993663,World,Asia,Southern Asia,Africa,Western Africa,BEN,Benin
Vietnam,VNM,2018,95325.4277302823,World,Asia,South-eastern Asia,Africa,Western Africa,BEN,Benin
Nigeria,NGA,2018,76409.04832830142,World,Africa,Western Africa,Africa,Western Africa,BEN,Benin
China,CHN,2018,74921.0740982597,World,Asia,Eastern Asia,Africa,Western Africa,BEN,Benin
Malaysia,MYS,2018,45115.251412960875,World,Asia,South-eastern Asia,Africa,Western Africa,BEN,Benin
Denmark,DNK,2018,33730.42092519012,World,Europe,Northern Europe,Africa,Western Africa,BEN,Benin
"Egypt, Arab Rep.",EGY,2018,31959.712591131603,World,Africa,Northern Africa,Africa,Western Africa,BEN,Benin
Niger,NER,2018,28436.02262783437,World,Africa,Western Africa,Africa,Western Africa,BEN,Benin
United States,USA,2018,26697.71223878356,World,Americas,Northern America,Africa,Western Africa,BEN,Benin
Singapore,SGP,2018,23256.140137238282,World,Asia,South-eastern Asia,Africa,Western Africa,BEN,Benin
Turkey,TUR,2018,20852.027412178166,World,Asia,Western Asia,Africa,Western Africa,BEN,Benin
United Arab Emirates,ARE,2018,14323.027029472561,World,Asia,Western Asia,Africa,Western Africa,BEN,Benin
Burkina Faso,BFA,2018,12154.847179316079,World,Africa,Western Africa,Africa,Western Africa,BEN,Benin
United States,USA,2018,15771.35573,World,Americas,Northern America,Americas,Northern America,BMU,Bermuda
Unspecified,UNS,2018,4232.23207,,,,Americas,Northern America,BMU,Bermuda
United Kingdom,GBR,2018,1895.87191,World,Europe,Northern Europe,Americas,Northern America,BMU,Bermuda
Canada,CAN,2018,1890.8143299999997,World,Americas,Northern America,Americas,Northern America,BMU,Bermuda
Brazil,BRA,2018,1722858.3711600003,World,Americas,South America,Americas,South America,BOL,Bolivia
Argentina,ARG,2018,1468255.6595599998,World,Americas,South America,Americas,South America,BOL,Bolivia
India,IND,2018,740370.6900399999,World,Asia,Southern Asia,Americas,South America,BOL,Bolivia
Japan,JPN,2018,673862.91952,World,Asia,Eastern Asia,Americas,South America,BOL,Bolivia
"Korea, Rep.",KOR,2018,579334.6126300001,World,Asia,Eastern Asia,Americas,South America,BOL,Bolivia
United States,USA,2018,538018.57732,World,Americas,Northern America,Americas,South America,BOL,Bolivia
China,CHN,2018,468930.0075900001,World,Asia,Eastern Asia,Americas,South America,BOL,Bolivia
Colombia,COL,2018,422266.50635,World,Americas,South America,Americas,South America,BOL,Bolivia
Peru,PER,2018,391571.9862800001,World,Americas,South America,Americas,South America,BOL,Bolivia
United Arab Emirates,ARE,2018,368652.18603000004,World,Asia,Western Asia,Americas,South America,BOL,Bolivia
Netherlands,NLD,2018,242562.05268000002,World,Europe,Western Europe,Americas,South America,BOL,Bolivia
Canada,CAN,2018,199909.45721,World,Americas,Northern America,Americas,South America,BOL,Bolivia
Belgium,BEL,2018,193821.86413999996,World,Europe,Western Europe,Americas,South America,BOL,Bolivia
Ecuador,ECU,2018,183245.59764,World,Americas,South America,Americas,South America,BOL,Bolivia
Australia,AUS,2018,172927.57661000002,World,Oceania,Australia and New Zealand,Americas,South America,BOL,Bolivia
Germany,DEU,2018,1008209.05056,World,Europe,Western Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
"Serbia, FR(Serbia/Montenegro)",SER,2018,858108.137,,,,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Croatia,HRV,2018,852504.8478000001,World,Europe,Southern Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Italy,ITA,2018,846953.21358,World,Europe,Southern Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Slovenia,SVN,2018,789368.24389,World,Europe,Southern Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Austria,AUT,2018,740375.60137,World,Europe,Western Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Montenegro,MNT,2018,250163.65728,,,,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Hungary,HUN,2018,181753.07452,World,Europe,Eastern Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Turkey,TUR,2018,160879.00074,World,Asia,Western Asia,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Netherlands,NLD,2018,136551.21436,World,Europe,Western Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
France,FRA,2018,122590.47828,World,Europe,Western Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Slovak Republic,SVK,2018,110520.08828000001,World,Europe,Eastern Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Romania,ROM,2018,109187.62219,,,,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Switzerland,CHE,2018,108923.81726,World,Europe,Western Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Poland,POL,2018,101513.33123,World,Europe,Eastern Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Luxembourg,LUX,2018,82834.77004999999,World,Europe,Western Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Czech Republic,CZE,2018,81192.08064,World,Europe,Eastern Europe,Europe,Southern Europe,BIH,Bosnia and Herzegovina
Belgium,BEL,2018,1240182.2209276478,World,Europe,Western Europe,Africa,Southern Africa,BWA,Botswana
India,IND,2018,1199361.074219432,World,Asia,Southern Asia,Africa,Southern Africa,BWA,Botswana
United Arab Emirates,ARE,2018,891810.3035829013,World,Asia,Western Asia,Africa,Southern Africa,BWA,Botswana
South Africa,ZAF,2018,633233.8926342374,World,Africa,Southern Africa,Africa,Southern Africa,BWA,Botswana
Singapore,SGP,2018,526470.482371932,World,Asia,South-eastern Asia,Africa,Southern Africa,BWA,Botswana
Israel,ISR,2018,453391.1313385544,World,Asia,Western Asia,Africa,Southern Africa,BWA,Botswana
"Hong Kong, China",HKG,2018,349704.05149709265,World,Asia,Eastern Asia,Africa,Southern Africa,BWA,Botswana
United States,USA,2018,200411.16042689772,World,Americas,Northern America,Africa,Southern Africa,BWA,Botswana
Namibia,NAM,2018,185784.09697602058,World,Africa,Southern Africa,Africa,Southern Africa,BWA,Botswana
China,CHN,2018,64616214.224,World,Asia,Eastern Asia,Americas,South America,BRA,Brazil
United States,USA,2018,36683962.721999995,World,Americas,Northern America,Americas,South America,BRA,Brazil
Argentina,ARG,2018,19475862.50800001,World,Americas,South America,Americas,South America,BRA,Brazil
Netherlands,NLD,2018,17298332.493,World,Europe,Western Europe,Americas,South America,BRA,Brazil
Chile,CHL,2018,7840087.807,World,Americas,South America,Americas,South America,BRA,Brazil
Germany,DEU,2018,6477660.195,World,Europe,Western Europe,Americas,South America,BRA,Brazil
Mexico,MEX,2018,6441825.192,World,Americas,Central America,Americas,South America,BRA,Brazil
Spain,ESP,2018,5222667.810000001,World,Europe,Southern Europe,Americas,South America,BRA,Brazil
Singapore,SGP,2018,5152665.789000001,World,Asia,South-eastern Asia,Americas,South America,BRA,Brazil
Japan,JPN,2018,4583494.363000001,World,Asia,Eastern Asia,Americas,South America,BRA,Brazil
India,IND,2018,4093195.455,World,Asia,Southern Asia,Americas,South America,BRA,Brazil
Italy,ITA,2018,3822350.8989999993,World,Europe,Southern Europe,Americas,South America,BRA,Brazil
Paraguay,PRY,2018,3673984.761999999,World,Americas,South America,Americas,South America,BRA,Brazil
Canada,CAN,2018,3583957.106,World,Americas,Northern America,Americas,South America,BRA,Brazil
Colombia,COL,2018,3582749.251000001,World,Americas,South America,Americas,South America,BRA,Brazil
"Korea, Rep.",KOR,2018,3487203.477,World,Asia,Eastern Asia,Americas,South America,BRA,Brazil
Panama,PAN,2018,3323156.406,World,Americas,Central America,Americas,South America,BRA,Brazil
United Kingdom,GBR,2018,3322003.063,World,Europe,Northern Europe,Americas,South America,BRA,Brazil
Belgium,BEL,2018,3313026.9430000004,World,Europe,Western Europe,Americas,South America,BRA,Brazil
Uruguay,URY,2018,3272610.4269999997,World,Americas,South America,Americas,South America,BRA,Brazil
France,FRA,2018,2958918.4290000005,World,Europe,Western Europe,Americas,South America,BRA,Brazil
Peru,PER,2018,2806021.875,World,Americas,South America,Americas,South America,BRA,Brazil
"Hong Kong, China",HKG,2018,2731211.7499999995,World,Asia,Eastern Asia,Americas,South America,BRA,Brazil
Turkey,TUR,2018,2486003.468000001,World,Asia,Western Asia,Americas,South America,BRA,Brazil
"Iran, Islamic Rep.",IRN,2018,2337205.782,World,Asia,Southern Asia,Americas,South America,BRA,Brazil
"Egypt, Arab Rep.",EGY,2018,2188540.793,World,Africa,Northern Africa,Americas,South America,BRA,Brazil
United Arab Emirates,ARE,2018,2145245.589,World,Asia,Western Asia,Americas,South America,BRA,Brazil
Russian Federation,RUS,2018,2095085.576,World,Europe,Eastern Europe,Americas,South America,BRA,Brazil
Malaysia,MYS,2018,2054743.7,World,Asia,South-eastern Asia,Americas,South America,BRA,Brazil
Thailand,THA,2018,2054551.6190000002,World,Asia,South-eastern Asia,Americas,South America,BRA,Brazil
Saudi Arabia,SAU,2018,2046874.2850000001,World,Asia,Western Asia,Americas,South America,BRA,Brazil
Vietnam,VNM,2018,1988155.3260000001,World,Asia,South-eastern Asia,Americas,South America,BRA,Brazil
South Africa,ZAF,2018,1818130.229,World,Africa,Southern Africa,Americas,South America,BRA,Brazil
Bolivia,BOL,2018,1787584.2170000002,World,Americas,South America,Americas,South America,BRA,Brazil
Bunkers,BUN,2018,1783771.546,,,,Americas,South America,BRA,Brazil
Indonesia,IDN,2018,1587441.7250000003,World,Asia,South-eastern Asia,Americas,South America,BRA,Brazil
Portugal,PRT,2018,1485392.275,World,Europe,Southern Europe,Americas,South America,BRA,Brazil
Bangladesh,BGD,2018,1167468.5569999998,World,Asia,Southern Asia,Americas,South America,BRA,Brazil
Japan,JPN,2018,2282547.9335890575,World,Asia,Eastern Asia,Asia,South-eastern Asia,BRN,Brunei
Thailand,THA,2018,689811.1722472089,World,Asia,South-eastern Asia,Asia,South-eastern Asia,BRN,Brunei
"Korea, Rep.",KOR,2018,615436.9387215797,World,Asia,Eastern Asia,Asia,South-eastern Asia,BRN,Brunei
Singapore,SGP,2018,612021.4886123842,World,Asia,South-eastern Asia,Asia,South-eastern Asia,BRN,Brunei
Australia,AUS,2018,578287.5941988617,World,Oceania,Australia and New Zealand,Asia,South-eastern Asia,BRN,Brunei
Malaysia,MYS,2018,543324.0301761039,World,Asia,South-eastern Asia,Asia,South-eastern Asia,BRN,Brunei
India,IND,2018,491807.7253706509,World,Asia,Southern Asia,Asia,South-eastern Asia,BRN,Brunei
"Other Asia, nes",OAS,2018,395140.47977302386,,,,Asia,South-eastern Asia,BRN,Brunei
Germany,DEU,2018,6220937.517046729,World,Europe,Western Europe,Europe,Eastern Europe,BGR,Bulgaria
Romania,ROM,2018,3239054.8974159164,,,,Europe,Eastern Europe,BGR,Bulgaria
Italy,ITA,2018,3185399.0043660407,World,Europe,Southern Europe,Europe,Eastern Europe,BGR,Bulgaria
Turkey,TUR,2018,2718888.969225748,World,Asia,Western Asia,Europe,Eastern Europe,BGR,Bulgaria
Greece,GRC,2018,2284015.5982806967,World,Europe,Southern Europe,Europe,Eastern Europe,BGR,Bulgaria
France,FRA,2018,1625541.4128939048,World,Europe,Western Europe,Europe,Eastern Europe,BGR,Bulgaria
Belgium,BEL,2018,1264218.2806095262,World,Europe,Western Europe,Europe,Eastern Europe,BGR,Bulgaria
Netherlands,NLD,2018,972089.9551708074,World,Europe,Western Europe,Europe,Eastern Europe,BGR,Bulgaria
China,CHN,2018,963628.6391056755,World,Asia,Eastern Asia,Europe,Eastern Europe,BGR,Bulgaria
Spain,ESP,2018,937601.1629608837,World,Europe,Southern Europe,Europe,Eastern Europe,BGR,Bulgaria
Czech Republic,CZE,2018,914263.3135109269,World,Europe,Eastern Europe,Europe,Eastern Europe,BGR,Bulgaria
Poland,POL,2018,837597.9284023512,World,Europe,Eastern Europe,Europe,Eastern Europe,BGR,Bulgaria
United Kingdom,GBR,2018,826933.8998217541,World,Europe,Northern Europe,Europe,Eastern Europe,BGR,Bulgaria
United States,USA,2018,755894.8781509383,World,Americas,Northern America,Europe,Eastern Europe,BGR,Bulgaria
"Serbia, FR(Serbia/Montenegro)",SER,2018,751044.3566456765,,,,Europe,Eastern Europe,BGR,Bulgaria
Austria,AUT,2018,714070.9755980638,World,Europe,Western Europe,Europe,Eastern Europe,BGR,Bulgaria
Hungary,HUN,2018,695529.4940148074,World,Europe,Eastern Europe,Europe,Eastern Europe,BGR,Bulgaria
Russian Federation,RUS,2018,619132.446215769,World,Europe,Eastern Europe,Europe,Eastern Europe,BGR,Bulgaria
"Macedonia, FYR",MKD,2018,523309.4498179802,World,Europe,Southern Europe,Europe,Eastern Europe,BGR,Bulgaria
Sweden,SWE,2018,385437.5406899582,World,Europe,Northern Europe,Europe,Eastern Europe,BGR,Bulgaria
Slovak Republic,SVK,2018,332533.85132843675,World,Europe,Eastern Europe,Europe,Eastern Europe,BGR,Bulgaria
"Egypt, Arab Rep.",EGY,2018,322240.8680412436,World,Africa,Northern Africa,Europe,Eastern Europe,BGR,Bulgaria
Singapore,SGP,2018,307827.88497811276,World,Asia,South-eastern Asia,Europe,Eastern Europe,BGR,Bulgaria
Slovenia,SVN,2018,283445.6223038048,World,Europe,Southern Europe,Europe,Eastern Europe,BGR,Bulgaria
Ukraine,UKR,2018,264127.9876156936,World,Europe,Eastern Europe,Europe,Eastern Europe,BGR,Bulgaria
Switzerland,CHE,2018,255221.13967615436,World,Europe,Western Europe,Europe,Eastern Europe,BGR,Bulgaria
Denmark,DNK,2018,249869.507657392,World,Europe,Northern Europe,Europe,Eastern Europe,BGR,Bulgaria
Unspecified,UNS,2018,227380.8216337446,,,,Europe,Eastern Europe,BGR,Bulgaria
Croatia,HRV,2018,226967.9423530288,World,Europe,Southern Europe,Europe,Eastern Europe,BGR,Bulgaria
Georgia,GEO,2018,225442.740099724,World,Asia,Western Asia,Europe,Eastern Europe,BGR,Bulgaria
Bunkers,BUN,2018,223365.77739859078,,,,Europe,Eastern Europe,BGR,Bulgaria
South Africa,ZAF,2018,195035.37435463764,World,Africa,Southern Africa,Europe,Eastern Europe,BGR,Bulgaria
Gibraltar,GIB,2018,191641.96444028124,World,Europe,Southern Europe,Europe,Eastern Europe,BGR,Bulgaria
India,IND,2018,161344.476307224,World,Asia,Southern Asia,Europe,Eastern Europe,BGR,Bulgaria
Switzerland,CHE,2018,1730816.4758068796,World,Europe,Western Europe,Africa,Western Africa,BFA,Burkina Faso
India,IND,2018,504144.30651366105,World,Asia,Southern Asia,Africa,Western Africa,BFA,Burkina Faso
Singapore,SGP,2018,252695.71185515722,World,Asia,South-eastern Asia,Africa,Western Africa,BFA,Burkina Faso
Cote d'Ivoire,CIV,2018,219554.43041718632,World,Africa,Western Africa,Africa,Western Africa,BFA,Burkina Faso
France,FRA,2018,140688.41241696384,World,Europe,Western Europe,Africa,Western Africa,BFA,Burkina Faso
Ghana,GHA,2018,110232.57005258871,World,Africa,Western Africa,Africa,Western Africa,BFA,Burkina Faso
Togo,TGO,2018,62248.67425160304,World,Africa,Western Africa,Africa,Western Africa,BFA,Burkina Faso
United Arab Emirates,ARE,2018,50216.34882675594,World,Asia,Western Asia,Africa,Eastern Africa,BDI,Burundi
"Congo, Dem. Rep.",ZAR,2018,19350.21813055731,,,,Africa,Eastern Africa,BDI,Burundi
Pakistan,PAK,2018,13144.839547900601,World,Asia,Southern Asia,Africa,Eastern Africa,BDI,Burundi
Belgium,BEL,2018,12128.334363022637,World,Europe,Western Europe,Africa,Eastern Africa,BDI,Burundi
Switzerland,CHE,2018,9471.891996208393,World,Europe,Western Europe,Africa,Eastern Africa,BDI,Burundi
Germany,DEU,2018,7557.674950908319,World,Europe,Western Europe,Africa,Eastern Africa,BDI,Burundi
"Egypt, Arab Rep.",EGY,2018,6473.38061858047,World,Africa,Northern Africa,Africa,Eastern Africa,BDI,Burundi
Singapore,SGP,2018,5818.30342832858,World,Asia,South-eastern Asia,Africa,Eastern Africa,BDI,Burundi
Rwanda,RWA,2018,5631.54062120237,World,Africa,Eastern Africa,Africa,Eastern Africa,BDI,Burundi
China,CHN,2018,5506.215047957469,World,Asia,Eastern Asia,Africa,Eastern Africa,BDI,Burundi
United Kingdom,GBR,2018,4572.740155367791,World,Europe,Northern Europe,Africa,Eastern Africa,BDI,Burundi
Uganda,UGA,2018,4556.28033955766,World,Africa,Eastern Africa,Africa,Eastern Africa,BDI,Burundi
Kenya,KEN,2018,4198.381809441539,World,Africa,Eastern Africa,Africa,Eastern Africa,BDI,Burundi
Oman,OMN,2018,3145.5400093622397,World,Asia,Western Asia,Africa,Eastern Africa,BDI,Burundi
Tanzania,TZA,2018,2767.707163358337,World,Africa,Eastern Africa,Africa,Eastern Africa,BDI,Burundi
United States,USA,2018,2930049.51804,World,Americas,Northern America,Asia,South-eastern Asia,KHM,Cambodia
Germany,DEU,2018,1098734.4287,World,Europe,Western Europe,Asia,South-eastern Asia,KHM,Cambodia
Japan,JPN,2018,1073133.3806900003,World,Asia,Eastern Asia,Asia,South-eastern Asia,KHM,Cambodia
United Kingdom,GBR,2018,1015787.8528099998,World,Europe,Northern Europe,Asia,South-eastern Asia,KHM,Cambodia
China,CHN,2018,908764.2912100002,World,Asia,Eastern Asia,Asia,South-eastern Asia,KHM,Cambodia
Canada,CAN,2018,764305.19655,World,Americas,Northern America,Asia,South-eastern Asia,KHM,Cambodia
Spain,ESP,2018,513704.69803,World,Europe,Southern Europe,Asia,South-eastern Asia,KHM,Cambodia
Belgium,BEL,2018,493964.25062,World,Europe,Western Europe,Asia,South-eastern Asia,KHM,Cambodia
France,FRA,2018,436899.5725500001,World,Europe,Western Europe,Asia,South-eastern Asia,KHM,Cambodia
Netherlands,NLD,2018,430578.15012999997,World,Europe,Western Europe,Asia,South-eastern Asia,KHM,Cambodia
Thailand,THA,2018,426305.91214000003,World,Asia,South-eastern Asia,Asia,South-eastern Asia,KHM,Cambodia
"Hong Kong, China",HKG,2018,425106.69106,World,Asia,Eastern Asia,Asia,South-eastern Asia,KHM,Cambodia
Vietnam,VNM,2018,365106.95259999996,World,Asia,South-eastern Asia,Asia,South-eastern Asia,KHM,Cambodia
Italy,ITA,2018,294283.31898,World,Europe,Southern Europe,Asia,South-eastern Asia,KHM,Cambodia
"Korea, Rep.",KOR,2018,200358.56502,World,Asia,Eastern Asia,Asia,South-eastern Asia,KHM,Cambodia
Poland,POL,2018,144711.48455999995,World,Europe,Eastern Europe,Asia,South-eastern Asia,KHM,Cambodia
Malaysia,MYS,2018,136091.67252,World,Asia,South-eastern Asia,Asia,South-eastern Asia,KHM,Cambodia
United States,USA,2018,366714502.3396808,World,Americas,Northern America,Americas,Northern America,CAN,Canada
China,CHN,2018,22598228.578603003,World,Asia,Eastern Asia,Americas,Northern America,CAN,Canada
United Kingdom,GBR,2018,13642993.40397821,World,Europe,Northern Europe,Americas,Northern America,CAN,Canada
Japan,JPN,2018,10305672.31892403,World,Asia,Eastern Asia,Americas,Northern America,CAN,Canada
Mexico,MEX,2018,8224333.091306214,World,Americas,Central America,Americas,Northern America,CAN,Canada
"Korea, Rep.",KOR,2018,4959659.697393844,World,Asia,Eastern Asia,Americas,Northern America,CAN,Canada
Germany,DEU,2018,4521042.16989964,World,Europe,Western Europe,Americas,Northern America,CAN,Canada
Netherlands,NLD,2018,4015533.1731180316,World,Europe,Western Europe,Americas,Northern America,CAN,Canada
India,IND,2018,3586167.0782632236,World,Asia,Southern Asia,Americas,Northern America,CAN,Canada
France,FRA,2018,3378957.3945498993,World,Europe,Western Europe,Americas,Northern America,CAN,Canada
"Hong Kong, China",HKG,2018,3224900.0801311526,World,Asia,Eastern Asia,Americas,Northern America,CAN,Canada
Belgium,BEL,2018,3191918.240446293,World,Europe,Western Europe,Americas,Northern America,CAN,Canada
Spain,ESP,2018,47732.885220000004,World,Europe,Southern Europe,Africa,Western Africa,CPV,Cape Verde
